id	roleID	roletype	cardID	skinId	targetNum	given	displayOrder	time	voicecode	ladyVoicecode	type	priority	showInBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	ladyDesk	ladyDesk_zh_TW	ladyDesk_en_UK	ladyDesk_ja_JP	ladyDesk_ko_KR	ladyDesk_th_TH
35	101	3	101008		0			0	vo_starup_101008	vo_starup_101008	4	2	1	1	升星成功	升星成功	Star-up Successful	スターアップ	승급	เพิ่มดาวสำเร็จ	轨迹能更顺畅了。	軌跡能更順暢了。	I can glide with ease now.	滑りやすくなった。	코너링이 더 쉬워지겠네	เคลื่อนไหว​ได้​ลื่นไหล​ขึ้น​แล้ว​	轨迹能更顺畅了。	軌跡能更順暢了。	I can glide with ease now.	滑りやすくなった。	코너링이 더 쉬워지겠네	เคลื่อนไหว​ได้​ลื่นไหล​ขึ้น​แล้ว​
36	101	3	101008		0			0	vo_battle_start_101008	vo_battle_start_101008	8	2	1	1	战斗开始	戰鬥開始	Battle Start	戦闘開始	전투 개시	เริ่มการต่อสู้	热身结束，我们正式开始吧。	熱身結束，我們正式開始吧。	Warm-up's over! It's time to get serious.	ウォームアップがばっちり、参りましょうか。	워밍업 끝! 본격적으로 시작해 볼까요.	วอร์มอัป​เสร็จ​แล้ว​ มา​เริ่ม​กัน​จริงๆ​ เลย​	热身结束，我们正式开始吧。	熱身結束，我們正式開始吧。	Warm-up's over! It's time to get serious.	ウォームアップがばっちり、参りましょうか。	워밍업 끝! 본격적으로 시작해 볼까요.	วอร์มอัป​เสร็จ​แล้ว​ มา​เริ่ม​กัน​จริงๆ​ เลย​
37	101	3	101008		0			0	vo_battle_win_101008	vo_battle_win_101008	9	2	1	1	战斗胜利	戰鬥勝利	Battle Victory	勝利	전투 승리	ชนะการต่อสู้	任务完成，一起回去吧，调查官。	任務完成，一起回去吧，調查官。	Mission accomplished. Let's head back, Inspector.	任務、無事完了しました。一緒に帰りましょう、調査官。	미션 클리어! 조사관, 이제 돌아갈까	ภารกิจ​เสร็จ​แล้ว​ กลับ​ด้วยกัน​เถอะ​ค่ะ​ ผู้ตรวจการ​	任务完成，一起回去吧，调查官。	任務完成，一起回去吧，調查官。	Mission accomplished. Let's head back, Inspector.	任務、無事完了しました。一緒に帰りましょう、調査官。	미션 클리어! 조사관, 이제 돌아갈까	ภารกิจ​เสร็จ​แล้ว​ กลับ​ด้วยกัน​เถอะ​ค่ะ​ ผู้ตรวจการ​
38	101	3	101008		0			0	vo_cuting_101008	vo_cuting_101008	17	2	1	1	大招释放	大招釋放	Release Ultimate	スキル発動	궁극기 시전	ใช้งานอัลติเมท	看我的轨迹！	看我的軌跡！	Watch how I roll with style!	私の滑りを目に焼き付けるといい！	코너링이 뭔지 보여주지!	ดูรอยทางที่ฉันสร้างสิ!	看我的轨迹！	看我的軌跡！	Watch how I roll with style!	私の滑りを目に焼き付けるといい！	코너링이 뭔지 보여주지!	ดูรอยทางที่ฉันสร้างสิ!
39	101	3	101008		0			0	vo_death_101008	vo_death_101008	11	2	1	1	角色死亡	角色死亡	Character Death	死亡	사망	ตัวละครเสียชีวิต	到此为止了吗……	到此為止了嗎……	Is this the end for me...	ここまでだと……言うの……？	난 여기까지인가 봐...	มา​ได้​แค่นี้​เอง​เห​รอ.​..​	到此为止了吗……	到此為止了嗎……	Is this the end for me...	ここまでだと……言うの……？	난 여기까지인가 봐...	มา​ได้​แค่นี้​เอง​เห​รอ.​..​
40	101	3	101008		0			0	vo_battle_fail_101008	vo_battle_fail_101008	10	2	1	1	战斗失败	戰鬥失敗	Battle Failed	作戦失敗	전투 패배	พ่ายแพ้การต่อสู้	不可以……在这里停下……	不可以……在這裡停下……	No... I can't stop here...	ここで倒れるわけには……	여기서... 멈출 수 없어...	ไม่​ได้​...​ จะ​หยุด​แค่นี้​ไม่​ได้​...​	不可以……在这里停下……	不可以……在這裡停下……	No... I can't stop here...	ここで倒れるわけには……	여기서... 멈출 수 없어...	ไม่​ได้​...​ จะ​หยุด​แค่นี้​ไม่​ได้​...​
41	101	3	101008		0			0	vo_skill3_101008	vo_skill3_101008	20	2	0	1	大招语音	大招語音	Ultimate Voices	スキル時	궁극기 음성	เสียงอัลติเมท	开始吧！断！	開始吧！斷！	Let's do this! Cut 'em off!	行きます。斬る！	한번 시작해 볼까!\n컷!	เริ่มกันเลย! ย๊าก!	开始吧！断！	開始吧！斷！	Let's do this! Cut 'em off!	行きます。斬る！	한번 시작해 볼까!\n컷!	เริ่มกันเลย! ย๊าก!
42	101	3	101008		0			0	vo_skill1_101008	vo_skill1_101008	21	2	0	1	A技能语音	A技能語音	A Skill Voices	Aスキル	스킬A 음성	เสียงพากย์สกิล A	斩！	斬！	Chop 'em down!	切る！	슬래시!	ฟัน!	斩！	斬！	Chop 'em down!	切る！	슬래시!	ฟัน!
43	101	3	101008		0			0	vo_skill2_101008	vo_skill2_101008	22	2	0	1	B技能语音	B技能語音	B Skill Voices	Bスキル	스킬B 음성	เสียงพากย์สกิล B	飞舞吧！	飛舞吧！	Take flight and soar!	飛べ！	비상!	โลดแล่นไปเลย!	飞舞吧！	飛舞吧！	Take flight and soar!	飛べ！	비상!	โลดแล่นไปเลย!
44	101	3	101008		0			0	vo_idle_101008	vo_idle_101008	23	2	0	1	待机语音	待機語音	Idle Voices	待機	대기 음성	เสียงท่ารอคำสั่ง	轮滑已就位，随时准备出击。	輪滑已就位，隨時準備出擊。	Skates on, ready to roll anytime.	ローラースケートの準備出来ました、いつでも出撃できます。	스케이트 준비 완료. 언제든 불러만 줘	โรล​เลอร์​เบล​ด​พร้อม​แล้ว​ พร้อม​ออกตัว​ได้​ทุกเมื่อ​	轮滑已就位，随时准备出击。	輪滑已就位，隨時準備出擊。	Skates on, ready to roll anytime.	ローラースケートの準備出来ました、いつでも出撃できます。	스케이트 준비 완료. 언제든 불러만 줘	โรล​เลอร์​เบล​ด​พร้อม​แล้ว​ พร้อม​ออกตัว​ได้​ทุกเมื่อ​
45	101	3	101008		0			0	vo_attack_hit_101_01	vo_attack_hit_101_01	24	2	0	1	轻受击语音1	輕受擊語音1	Lightly Hit Voices 1	軽傷1	가벼운 피격 음성1	เสียงโดนโจมตีเบา 1	嗯……	嗯……	Ugh...	うっ……	윽...	อืม...	嗯……	嗯……	Ugh...	うっ……	윽...	อืม...
46	101	3	101008		0			0	vo_attack_hit_101_02	vo_attack_hit_101_02	24	2	0	1	轻受击语音2	輕受擊語音2	Lightly Hit Voices 2	軽傷2	가벼운 피격 음성2	เสียงโดนโจมตีเบา 2	哼，再来！	哼，再來！	Hmph, come at me again!	フンッ、もう一度だ！	흥, 이거나 받아라!	ฮึ่ม มาอีกรอบ!	哼，再来！	哼，再來！	Hmph, come at me again!	フンッ、もう一度だ！	흥, 이거나 받아라!	ฮึ่ม มาอีกรอบ!
47	101	3	101008		0			0	vo_heavy_hit_101_01	vo_heavy_hit_101_01	25	2	0	1	重受击语音1	重受擊語音1	Heavily Hit Voices 1	重傷1	강한 피격 음성1	เสียงโดนโจมตีเบา 1	唔！	嗯！	Oh!	うっ！	으윽!	อุ๊!	唔！	嗯！	Oh!	うっ！	으윽!	อุ๊!
48	101	3	101008		0			0	vo_heavy_hit_101_02	vo_heavy_hit_101_02	25	2	0	1	重受击语音2	重受擊語音2	Heavily Hit Voices 2	重傷2	강한 피격 음성2	เสียงโดนโจมตีเบา 2	呵呀	呵呀	Oof!	ぐっ！	흡!	อ๊ะ	呵呀	呵呀	Oof!	ぐっ！	흡!	อ๊ะ
49	101	3	101011		0			0	vo_hello_101011_01	vo_hello_101011_01	1	2	1	1	打招呼1	打招呼1	Greeting 1	挨拶1	인사1	ทักทาย 1	嘿……啊，是调查官？下班后一起去练习击球吧。	嘿……啊，是調查官？下班後一起去練習擊球吧。	Hey... Oh, Inspector? Up for some batting practice after work?	押忍！あっ、調査官だったのか。帰りにバッティングセンターに寄っていい？	안녕… 아, 조사관이야? 퇴근하고 같이 야구 연습하러 갈래?	เฮ้​...​ อ้าว​ ผู้ตรวจการ​เหรอ​?​ เลิกงาน​แล้วไป​ฝึก​ตี​เบสบอล​ด้วยกัน​ไหม​คะ​	嘿……啊，是调查官？下班后一起去练习击球吧。	嘿……啊，是調查官？下班後一起去練習擊球吧。	Hey... Oh, Inspector? Up for some batting practice after work?	押忍！あっ、調査官だったのか。帰りにバッティングセンターに寄っていい？	안녕… 아, 조사관이야? 퇴근하고 같이 야구 연습하러 갈래?	เฮ้​...​ อ้าว​ ผู้ตรวจการ​เหรอ​?​ เลิกงาน​แล้วไป​ฝึก​ตี​เบสบอล​ด้วยกัน​ไหม​คะ​
50	101	3	101011		0			0	vo_hello_101011_02	vo_hello_101011_02	1	2	1	1	打招呼2	打招呼2	Greeting 2	挨拶2	인사2	ทักทาย 2	困了就去睡吧……这里，我会帮你看着。	困了就去睡吧……這裡，我會幫你看著。	If you're tired, just go to sleep. I'll keep watch here.	眠いなら寝たら良い……ここは、私が見ているから。	피곤하면 자... 내가 옆에 있어줄게.	ง่วง​ก็​ไป​นอน​เถอะ​นะคะ​...​ ตรงนี้​ฉัน​จะ​ช่วย​เฝ้า​ให้​เอง​	困了就去睡吧……这里，我会帮你看着。	困了就去睡吧……這裡，我會幫你看著。	If you're tired, just go to sleep. I'll keep watch here.	眠いなら寝たら良い……ここは、私が見ているから。	피곤하면 자... 내가 옆에 있어줄게.	ง่วง​ก็​ไป​นอน​เถอะ​นะคะ​...​ ตรงนี้​ฉัน​จะ​ช่วย​เฝ้า​ให้​เอง​
51	101	3	101011		1			0	vo_touch_101011_01	vo_touch_101011_01	2	2	1	1	主界面触碰1	主介面觸碰1	Main Screen Interaction 1	タッチ1	메인 화면 터치1	สัมผัสหน้าหลัก 1	我要去锻炼，一起吗？调查官。	我要去鍛煉，一起嗎？調查官。	I'm off for a workout. Care to join me, Inspector?	これからはトレーニングの時間、ご一緒にいかがですか？調査官。	운동하러 갈 건데, 같이 할래? 조사관.	ฉัน​จะ​ไป​ออกกำลังกาย​ ไป​ด้วยกัน​ไหม​คะ​ ผู้ตรวจการ​	我要去锻炼，一起吗？调查官。	我要去鍛煉，一起嗎？調查官。	I'm off for a workout. Care to join me, Inspector?	これからはトレーニングの時間、ご一緒にいかがですか？調査官。	운동하러 갈 건데, 같이 할래? 조사관.	ฉัน​จะ​ไป​ออกกำลังกาย​ ไป​ด้วยกัน​ไหม​คะ​ ผู้ตรวจการ​
52	101	3	101011		1			0	vo_touch_101011_02	vo_touch_101011_02	2	2	1	1	主界面触碰2	主介面觸碰2	Main Screen Interaction 2	タッチ2	메인 화면 터치2	สัมผัสหน้าหลัก 2	调查官，我想和你聊聊。待会儿有时间吗？	調查官，我想和你聊聊。待會兒有時間嗎？	Inspector, there's something I'd like to discuss with you. Do you have some time later?	調査官、少し話したい、この後時間はあるか？	조사관, 이야기하고 싶은 게 있는데 나중에 시간 괜찮아?	ผู้ตรวจการ​ ฉัน​อยาก​คุย​กับ​คุณ​หน่อย​ มี​เวลาว่าง​ไหม​คะ​?​	调查官，我想和你聊聊。待会儿有时间吗？	調查官，我想和你聊聊。待會兒有時間嗎？	Inspector, there's something I'd like to discuss with you. Do you have some time later?	調査官、少し話したい、この後時間はあるか？	조사관, 이야기하고 싶은 게 있는데 나중에 시간 괜찮아?	ผู้ตรวจการ​ ฉัน​อยาก​คุย​กับ​คุณ​หน่อย​ มี​เวลาว่าง​ไหม​คะ​?​
