id	character	condition	status	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
10511	105	204	1	呃……真可惜，跑掉的似乎是_fishName_，看来我们应该<color=#ff1baf>换一种渔具</color>了。	呃……真可惜，跑掉的似乎是_fishName_，看來我們應該<color=#ff1baf>換一種漁具</color>了。	Ah... what a pity! That _fishName_ got away. Looks like we need to <color=#ff1baf>change out the fishing gear</color>.	あー……残念、逃げたのは_fishName_だったみたい、<color=#ff1baf>別の釣具に変える</color>べきだね。	에휴... 정말 아쉽네. 도망친 건 _fishName_인 것 같아. 우리 <color=#ff1baf>다른 낚시 도구</color>로 바꾸자	อืม​...​ น่าเสียดาย​ ที่​หนี​ไป​น่าจะเป็น​ _fishName_​ ดูเหมือน​เรา​ควรจะ​<color=#ff1baf>เปลี่ยนอุปกรณ์ตกปลา</color>​แล้ว​ล่ะ​
10512	105	301	1	就差一步了！	就差一步了！	Just one more step!	あと一歩だ！	거의 다 왔어!	อีกนิดเดียวแล้ว!
10513	105	301	1	加油啊调查官！	加油啊調查官！	Keep it up, Inspector!	調査官、頑張って！	조사관, 힘내!	สู้ๆ นะผู้ตรวจการ!
10514	105	301	1	快了快了、坚持住！	快了快了、堅持住！	Almost there! Keep it up!	もう少し、耐えて！	이제 곧이야. 조금만 더 버텨!	ใกล้แล้วๆ อดทนไว้!
10515	105	301	1	再加把劲，就要成功了！	再加把勁，就要成功了！	Just a bit more! You're gonna get it!	もう一押し、成功するよ！	조금만 더 힘을 내면 잡을 수 있을 거야	ออกแรง​อีก​นิด​ กำลังจะ​สำเร็จ​แล้ว​!​
10516	105	301	1	太棒了！这下它逃不了了！	太棒了！這下它逃不了了！	Awesome! Now we've got it!	すごいね！これで逃げられないぜ！	정말 대단해! 이번엔 도망칠 수 없을 거야!	เยี่ยม​ไป​เลย​!​ คราวนี้​มัน​หนี​ไม่​รอด​แล้ว​!​
10517	105	302	1	不能让它挣脱！	不能讓它掙脫！	Don't let it get away!	逃がさないで！	도망치게 놔둘 수 없어!	อย่าให้มันดิ้นหลุดนะ!
10518	105	302	1	别放松，还有机会！	別放鬆，還有機會！	Don't loosen up! We can still get it!	まだチャンスあるから、気を緩めないで！	포기하지 마. 아직 기회 있으니까!	อย่า​เพิ่ง​ปล่อย​ ยัง​มีโอกาส​อยู่​!​
10519	105	302	1	危险！不如先拉紧鱼竿吧？	危險！不如先拉緊魚竿吧？	Careful! Grip the pole!	危険だ！まずは釣り竿をしっかり掴んで？	놓칠 것 같아! 낚싯대를 먼저 당겨보는 게 어때?	อันตราย​!​ ดึง​คันเบ็ด​ให้​แน่น​ก่อน​ดี​ไหม​?​
10520	105	302	1	注意别让它跑啦！	注意別讓它跑啦！	Don't let it get away!	逃がさないように注意して！	도망치지 않게 조심해!	ระวังอย่าให้มันหนีนะ!
10521	105	302	1	调查官稳住！它要逃了！	調查官穩住！它要逃了！	Steady, Inspector! It's getting away!	調査官、しっかり！逃げるぞ！	조사관 잘 버텨야 해! 도망칠 것 같으니까!	ผู้ตรวจ​การทรงตัว​ไว้​!​ มัน​จะ​หนี​แล้ว​!​
10601	106	101	1	咦？在这个位置真的能抓到鱼吗？	咦？在這個位置真的能抓到魚嗎？	Huh? Are there really fish here to catch?	え？この位置で本当に魚が釣れるの？	엥? 이 스팟에서 정말 물고기를 잡을 수 있을까요?	เอ๊ะ​?​ ตำแหน่ง​นี้​จะ​ตกปลา​ได้​จริงๆ​ เหรอ​?​
10602	106	102	1	再等一下，肯定会有大鱼出现的！	再等一下，肯定會有大魚出現的！	Wait a bit. A big one will come along, definitely.	もう少し待って、きっと大きな魚が来るよ！	조금만 기다리면 월척이 나타날 거예요!	รอ​อีก​นิด​นะ​ ต้อง​มี​ปลา​ตัว​ใหญ่​มา​แน่นอน​!​
10603	106	103	1	小音喜欢这里！抓鱼咯~抓鱼咯~	小音喜歡這裡！抓魚了~抓魚了~	Poppy likes this place! Fishing, fishing, fishing.	イナここ好き！魚を捕まえるぞ〜	이나는 여기가 좋아요! 낚시~ 낚시~	อิ​นะ​ชอบ​ที่นี่​จัง​!​ จับ​ปลา​กัน​เถอะ​~​ จับ​ปลา​กัน​เถอะ​~​
10604	106	201	1	哇！好大的一条鱼呀！	哇！好大的一條魚呀！	Whoa! That's one big fish!	わあ！すっごく大きな魚だよ！	우와! 진짜 큰 월척이네요!	ว้าว​!​ ปลา​ตัว​ใหญ่​จัง​เลย​!​
10605	106	201	1	亮晶晶的！真漂亮呀！	亮晶晶的！真漂亮呀！	It's so sparkly! So pretty!	キラキラして、本当にきれい！	반짝반짝하고 정말 예뻐요!	แวววาว​จัง​!​ สวย​จริงๆ​ เลย​!​
10606	106	201	1	麦克斯或许能帮我们抓到更大的！	麥克斯或許能幫我們抓到更大的！	Max might help us catch something bigger!	マックスがもっと大きな魚を捕まえてくれるかもしれない！	맥스가 우릴 도와주면 더 큰 물고기를 잡을 수 있을지도 몰라요	แม็กซ์​อาจจะ​ช่วย​เรา​จับ​ปลา​ตัว​ใหญ่​กว่า​นี้​ได้​นะคะ​!​
10607	106	201	1	它也可以用来做爆米花吗？	它也可以用來做爆米花嗎？	Can I make popcorn out of it too?	これでポップコーンも作れるかな？	이걸로도 팝콘을 만들 수 있을까요?	เอา​ไป​ทำ​ป๊อปคอร์น​ได้​ไหม​คะ​?​
10608	106	201	1	居然真的钓上来了！好厉害呀！	居然真的釣上來了！好厲害呀！	You managed to pull it up - that's awesome!	本当に釣り上げた！すごいね！	정말로 낚았네요! 대단해요!	ตก​ได้​จริงๆ​ ด้วย​!​ เก่ง​จัง​เลย​ค่ะ​!​
10609	106	202	1	诶？鱼线断了！是因为用了太大力气所以才让_fishName_跑掉了吗？	啊？魚線斷了！是因為用了太大力氣所以才讓_fishName_跑掉了嗎？	Huh, the line broke? Did the _fishName_ get away because we pulled too hard?	えっ？釣り糸が切れた！_fishName_を逃がしちゃったのは、力が強すぎたから？	어? 낚싯줄이 끊겼어요! _fishName_를 놓친 건 너무 세게 당겨서였나 봐요?	เอ๊ะ​?​ สาย​เบ็ด​ขาด​!​ เป็น​เพราะ​ออกแรง​เยอะ​ไป​เลย​ทำให้​ _fishName_​ หนี​ไป​หรือเปล่า​นะ​?​
10610	106	203	1	呀！_fishName_跑掉啦！是因为没有力气了吗？小音可以帮忙哦！	呀！_fishName_跑掉啦！是因為沒有力氣了嗎？小音可以幫忙哦！	Ah! _fishName_ got away? Did you run out of energy? I can help!	あれっ！_fishName_が逃げた！力がなくなったのかな？イナ手伝うよ！	앗! _fishName_(이)가 도망쳤어요! 힘이 부족해서였다면 이나가 도와드릴 게요!	ว้า​!​ _fishName_​ หนี​ไป​แล้ว​!​ เป็น​เพราะ​หมดแรง​หรือเปล่า​คะ​?​ อิ​นะ​ช่วย​ได้​นะ​!​
10611	106	204	1	跑掉的家伙是_fishName_！我们去<color=#ff1baf>换个更好的渔具</color>再回来抓它吧！	跑掉的傢伙是_fishName_！我們去<color=#ff1baf>換個更好的漁具</color>再回來抓它吧！	That _fishName_ got away! Let's go <color=#ff1baf>get better fishing gear</color>, and then come back for it!	逃げたやつは_fishName_だ！<color=#ff1baf>もっといい釣具に変えて</color>、また捕まえに行こう！	도망친 녀석은 _fishName_예요! 우리 <color=#ff1baf>더 좋은 낚시 도구로 바꿔서</color> 다시 잡으러 가요!	ที่​หนี​ไป​เป็น​_fishName_!​ ไป​<color=#ff1baf>เปลี่ยนอุปกรณ์ตกปลาที่ดีกว่านี้</color>​แล้ว​ค่อย​กลับมา​จับ​มัน​กัน​เถอะ​ค่ะ​!​
10612	106	301	1	它好像安静下来了耶！	它好像安靜下來了耶！	Looks like it's starting to slow down.	静かになったみたい！	이제 조금은 진정된 것 같은데요!	ดูเหมือน​มัน​จะ​สงบ​ลง​แล้ว​นะคะ​!​
10613	106	301	1	加油！加油！	加油！加油！	Go! Go!	頑張れ！頑張れ！	파이팅! 파이팅!	สู้ๆ! สู้ๆ!
10614	106	301	1	好期待呀！	好期待呀！	I'm so ready for this!	すごく楽しみ！	정말 기대돼요!	ตื่นเต้นจังเลย!
10615	106	301	1	我已经能看清楚它身上的花纹啦！	我已經能看清楚它身上的花紋啦！	I can already see the pattern on its scales!	もう魚の模様がはっきり見えるよ！	이제 물고기 무늬가 선명하게 보일 정도예요!	มองเห็น​ลาย​บน​ตัว​มัน​ชัดเจน​แล้ว​ค่ะ​!​
10616	106	301	1	我们马上就要成功啦！	我們馬上就要成功啦！	We're about to catch it!	もうすぐ成功するよ！	우리 이제 곧 낚을 수 있을 것 같아요!	เรา​ใกล้​จะ​สำเร็จ​แล้ว​นะคะ​!​
10617	106	302	1	哇！它好像要跑掉了！	哇！它好像要跑掉了！	Whoa! It's really fighting hard to get away!	わあ！逃げようとしてるみたい！	우왓! 저 녀석이 도망치려고 해요!	ว้า​!​ ดูเหมือน​มัน​จะ​หนี​นะคะ​!​
10618	106	302	1	原来鱼也有这么大的力气呀！	原來魚也有這麼大的力氣呀！	What fish can even be this strong?	魚にもこんなに力があるんだね！	물고기가 이렇게 힘이 셀지 몰랐네요!	ไม่​นึก​ว่า​ปลา​จะ​มี​แรง​ขนาด​นี้​เลย​!​
10619	106	302	1	真的不用麦克斯和小音帮忙吗？	真的不用麥克斯和小音幫忙嗎？	Sure you don't need help?	マックスとイナの助けは本当に必要ないの？	정말 맥스와 이나의 도움이 필요하지 않은 건가요?	ไม่​ให้​แม็กซ์​กับ​อิ​นะ​ช่วย​จริงๆ​ เหรอ​คะ​?​
10620	106	302	1	这就是伊德老大说的求生本能吧！	這就是伊德老大說的求生本能吧！	This is that "survival instinct" Boss Idego mentioned, yes?	これがイードが言ってた生存本能かな？	이게 바로 에이드 님이 말씀하신 생존 본능이겠죠!	นี่แหละ​ที่​พี่​เอ็ด​บอ​กว่า​เป็น​สัญชาตญาณ​การเอาตัวรอด​สิ​นะคะ​!​
10621	106	302	1	如果用爆米花当鱼饵它还会逃吗？	如果用爆米花當魚餌它還會逃嗎？	Would it still try to get away if I use popcorn as bait?	ポップコーンを餌にしても逃げるかな？	만약에 팝콘을 미끼로 써도 물고기가 도망치려고 할까요?	ถ้า​ใช้​ป๊อปคอร์น​เป็น​เหยื่อ​ มัน​จะ​หนี​ไหม​คะ​?​
10701	107	101	1	要再精准些。	要再精準些。	We need more details.	もっと正確に。	조금만 더 정확하게	ต้องแม่นกว่านี้
