Id	roleId	groupId	rolename	name	voice	voice2	status	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	desk2	desk2_zh_TW	desk2_en_UK	desk2_ja_JP	desk2_ko_KR	desk2_th_TH
34	103019	3	特莉丝	赠送礼物后	vo_give_gift_103019	vo_give_gift_103019	1	谢谢礼物，感觉今晚可以做一个好梦了呢~	謝謝禮物，感覺今晚可以做一個好夢了呢~	Thanks for the gift! I'll sleep and dream well tonight, I think.	ありがとう存じます。今夜はいい夢が見れそうな気がしますわ～	선물 감사해요. 덕분에 오늘 밤엔 달콤한 꿈을 꿀 것 같아요~	ขอบคุณ​สำหรับ​ของขวัญ​ค่ะ​ รู้สึก​ว่า​คืนนี้​คง​ฝันดี​แน่ๆ​ เลย​~​	谢谢礼物，感觉今晚可以做一个好梦了呢~	謝謝禮物，感覺今晚可以做一個好夢了呢~	Thanks for the gift! I'll sleep and dream well tonight, I think.	ありがとう存じます。今夜はいい夢が見れそうな気がしますわ～	선물 감사해요. 덕분에 오늘 밤엔 달콤한 꿈을 꿀 것 같아요~	ขอบคุณ​สำหรับ​ของขวัญ​ค่ะ​ รู้สึก​ว่า​คืนนี้​คง​ฝันดี​แน่ๆ​ เลย​~​
35	103021	1	特莉丝	打招呼	vo_hello_gift_103021	vo_hello_gift_103021	1	要是有特殊需求的话，可以随时呼唤我。	要是有特殊需求的話，可以隨時呼喚我。	If there's anything you need, feel free to call on me anytime.	何か特別な用事がありましたら、いつでもお呼びくださいませ。	특별히 요청할 게 있다면 언제든지 절 불러주세요.	ถ้า​มี​อะไร​ต้องการ​เป็นพิเศษ​ เรียกหา​ฉัน​ได้​ตลอด​เลย​นะคะ​	要是有特殊需求的话，可以随时呼唤我。	要是有特殊需求的話，可以隨時呼喚我。	If there's anything you need, feel free to call on me anytime.	何か特別な用事がありましたら、いつでもお呼びくださいませ。	특별히 요청할 게 있다면 언제든지 절 불러주세요.	ถ้า​มี​อะไร​ต้องการ​เป็นพิเศษ​ เรียกหา​ฉัน​ได้​ตลอด​เลย​นะคะ​
36	103021	3	特莉丝	赠送礼物后	vo_give_gift_103021	vo_give_gift_103021	1	这代表……你愿意回应我的心意吗？不不，这一定只是女仆工作的犒劳，我不能想太多……呜……	這代表……你願意回應我的心意嗎？不不，這一定只是女僕工作的犒勞，我不能想太多……嗚……	Does this mean...you're willing to accept to my feelings? N-No, nevermind, it must be just a reward for being a good maid. I shouldn't overthink it...	これは……わたくしの気持ちに応えてくれるということかしら？ううん、これはメイドの仕事に対するご褒美に違いありませんわ……あまり深く考えてはいけません……うー……	이건... 제 마음을 받아주신다는 뜻인가요? 아, 아니겠죠. 고생한 메이드에게 주는 포상 같은 거죠? 제가 너무 오버했네요... 흑...	นี่​หมายความว่า​...​ คุณ​ยอม​ตอบรับ​ความรู้สึก​ของ​ฉัน​งั้น​เหรอ​คะ​?​ ไม่​ๆ​ นี่​คง​เป็น​แค่​รางวัล​จาก​การทำงาน​ใน​ฐานะ​เม​ด​เท่านั้น​ ฉัน​ต้อง​ไม่​คิด​เกินเลย​...​ อึ​ก.​..​	这代表……你愿意回应我的心意吗？不不，这一定只是女仆工作的犒劳，我不能想太多……呜……	這代表……你願意回應我的心意嗎？不不，這一定只是女僕工作的犒勞，我不能想太多……嗚……	Does this mean… you're willing to accept my feelings? N-No, never mind, it must just be a reward for being a good maid. I shouldn't overthink it…	これは……わたくしの気持ちに応えてくれるということかしら？ううん、これはメイドの仕事に対するご褒美に違いありませんわ……あまり深く考えてはいけません……うー……	이건... 제 마음을 받아주신다는 뜻인가요? 아, 아니겠죠. 고생한 메이드에게 주는 포상 같은 거죠? 제가 너무 오버했네요... 흑...	นี่​หมายความว่า​...​ คุณ​ยอม​ตอบรับ​ความรู้สึก​ของ​ฉัน​งั้น​เหรอ​คะ​?​ ไม่​ๆ​ นี่​คง​เป็น​แค่​รางวัล​จาก​การทำงาน​ใน​ฐานะ​เม​ด​เท่านั้น​ ฉัน​ต้อง​ไม่​คิด​เกินเลย​...​ อึ​ก.​..​
37	104001	1	南弥生	打招呼	vo_hello_gift_104001	vo_hello_gift_104001	1	调查官~你不过来陪我喝酒，在看什么呢？	調查官~你不過來陪我喝酒，在看什麼呢？	Inspector, aren't you joining me for a drink? What are you looking at?	調査官～一緒に飲みにも行かずに、何見てるのかな？	조사관~ 한잔하자고 왔으면서 뭘 보고 있는 거지?	ผู้ตรวจการ​~​ ไม่​มา​ดื่ม​กับ​ฉัน​หน่อย​เหรอ​?​ กำลัง​ดู​อะไร​อยู่​น่ะ​?​	调查官~你不过来陪我喝酒，在看什么呢？	調查官~你不過來陪我喝酒，在看什麼呢？	Inspector, aren't you joining me for a drink? What are you looking at?	調査官～一緒に飲みにも行かずに、何見てるのかな？	조사관~ 한잔하자고 왔으면서 뭘 보고 있는 거지?	ผู้ตรวจการ​~​ ไม่​มา​ดื่ม​กับ​ฉัน​หน่อย​เหรอ​?​ กำลัง​ดู​อะไร​อยู่​น่ะ​?​
38	104001	3	南弥生	赠送礼物后	vo_give_gift_104001	vo_give_gift_104001	1	感谢调查官的赠礼，接下来我就给你一点特·别·的回礼吧~	感謝調查官的贈禮，接下來我就給你一點特·別·的回禮吧~	Thank you for the gift, Inspector. Soon, I'll get you something special in return!	調査官、プレゼントありがとう～これから、特別なお返しをしてあ・げ・る～	선물 고마워. 지금부턴 내가 특. 별. 히 보답을 해주지~	ขอบคุณ​สำหรับ​ของขวัญ​นะ​ งั้น​ให้​ฉัน​ตอบแทน​ด้วย​ของขวัญ​ พิ​·​เศษ​·​เถอะ​นะ​~​	感谢调查官的赠礼，接下来我就给你一点特·别·的回礼吧~	感謝調查官的贈禮，接下來我就給你一點特·別·的回禮吧~	Thank you for the gift, Inspector. Soon, I'll get you something special in return!	調査官、プレゼントありがとう～これから、特別なお返しをしてあ・げ・る～	선물 고마워. 지금부턴 내가 특. 별. 히 보답을 해주지~	ขอบคุณ​สำหรับ​ของขวัญ​นะ​ งั้น​ให้​ฉัน​ตอบแทน​ด้วย​ของขวัญ​ พิ​·​เศษ​·​เถอะ​นะ​~​
39	104003	1	南弥生	打招呼	vo_hello_gift_104003	vo_hello_gift_104003	1	慢慢来，不要着急。	慢慢來，不要著急。	Take your time, no need to rush.	ゆっくりね。急がないの～	천천히, 서두를 것 없어.	ค่อยๆ นะ ไม่ต้องรีบ	慢慢来，不要着急。	慢慢來，不要著急。	Take your time, no need to rush.	ゆっくりね。急がないの～	천천히, 서두를 것 없어.	ค่อยๆ นะ ไม่ต้องรีบ
40	104003	3	南弥生	赠送礼物后	vo_give_gift_104003	vo_give_gift_104003	1	包装很精致呢，呵呵，调查官又破费咯~来，亲一个~	包裝很精緻呢，呵呵，調查官又破費了~來，親一個~	The packaging is exquisite, ha ha. The inspector is being extravagant again. Come on, gimme a kiss!	パッケージまで素敵だわ。ふふ、また調査官のお財布が泣いちゃう～ほら、チューしてあげるわ～	포장이 정성스럽네. 후후, 돈 좀 깨졌겠는걸. 그럼 답례로 Kiss~	ห่อ​มา​สวย​จัง​เลย​นะ​ ฮิ​ฮิ​ ผู้ตรวจการ​ใช้​เงิน​เปลือง​อีกแล้ว​~​ มา​สิ​ ขอ​หอม​สักที​~​	包装很精致呢，呵呵，调查官又破费咯~来，亲一个~	包裝很精緻呢，呵呵，調查官又破費了~來，親一個~	The packaging is absolutely exquisite, haha! The inspector is being extravagant once again. Come on, gimme a kiss!	パッケージまで素敵だわ。ふふ、また調査官のお財布が泣いちゃう～ほら、チューしてあげるわ～	포장이 정성스럽네. 후후, 돈 좀 깨졌겠는걸. 그럼 답례로 Kiss~	ห่อ​มา​สวย​จัง​เลย​นะ​ ฮิ​ฮิ​ ผู้ตรวจการ​ใช้​เงิน​เปลือง​อีกแล้ว​~​ มา​สิ​ ขอ​หอม​สักที​~​
41	104005	1	南弥生	打招呼	vo_hello_gift_104005	vo_hello_gift_104005	1	出发前还有什么要准备的吗？	出發前還有什麼要準備的嗎？	Is there anything else we need before we head out?	出発する前に、準備しておきたいものある？	출발 전에 준비할 게 더 있어?	มี​อะไร​ต้อง​เตรียม​ก่อน​ออกเดินทาง​อีก​หรือเปล่า​?​	出发前还有什么要准备的吗？	出發前還有什麼要準備的嗎？	Is there anything else we need before we head out?	出発する前に、準備しておきたいものある？	출발 전에 준비할 게 더 있어?	มี​อะไร​ต้อง​เตรียม​ก่อน​ออกเดินทาง​อีก​หรือเปล่า​?​
42	104005	3	南弥生	赠送礼物后	vo_give_gift_104005	vo_give_gift_104005	1	呵呵，任务完成后，我们一起享用吧。	呵呵，任務完成後，我們一起享用吧。	Ha! After we get this done, let's go enjoy it together!	ふふ、任務が終わったら一緒に楽しもうね。	후후, 미션을 끝낸 뒤 같이 즐기자.	ฮิ​ฮิ​ หลัง​เสร็จ​ภารกิจ​ เรา​มา​เพลิดเพลิน​ไป​ด้วยกัน​นะ​	呵呵，任务完成后，我们一起享用吧。	呵呵，任務完成後，我們一起享用吧。	Ha! After we get this done, let's go enjoy it together!	ふふ、任務が終わったら一緒に楽しもうね。	후후, 미션을 끝낸 뒤 같이 즐기자.	ฮิ​ฮิ​ หลัง​เสร็จ​ภารกิจ​ เรา​มา​เพลิดเพลิน​ไป​ด้วยกัน​นะ​
43	104008	1	南弥生	打招呼	vo_hello_gift_104008	vo_hello_gift_104008	1	调查官是专程过来陪我值班吗？	調查官是專程過來陪我值班嗎？	Did Inspector come here specifically to be with me on duty?	調査官は、わざわざ私の当直の付き添いに来たの？	조사관, 같이 당직 하려고 온 거야?	ผู้ตรวจการ​ตั้ง​ใจมา​เข้าเวร​เป็นเพื่อน​ฉัน​เหรอ​?​	调查官是专程过来陪我值班吗？	調查官是專程過來陪我值班嗎？	Did the Inspector come here specifically to accompany me while on duty?	調査官は、わざわざ私の当直の付き添いに来たの？	조사관, 같이 당직 하려고 온 거야?	ผู้ตรวจการ​ตั้ง​ใจมา​เข้าเวร​เป็นเพื่อน​ฉัน​เหรอ​?​
